         4230830 function calls (4160770 primitive calls) in 29.786 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nonlin.py:912(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4573(ncf_gen)
        1    0.000    0.000    0.000    0.000 converters.py:381(UnicodeChar)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        4    0.000    0.000    0.000    0.000 shape_base.py:856(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 table.py:40(FITSTableDumpDialect)
        1    0.000    0.000    0.000    0.000 polar.py:525(RadialTick)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2908(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 widgets.py:1334(MultiCursor)
        1    0.000    0.000    0.000    0.000 mathtext.py:537(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:545(betaprime_gen)
        2    0.000    0.000    0.000    0.000 legend.py:1149(set_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 ticker.py:1605(LinearLocator)
        1    0.000    0.000    0.000    0.000 unicode_format.py:14(Unicode)
        3    0.000    0.000    0.000    0.000 data_info.py:105(data_info_factory)
        1    0.000    0.000    0.000    0.000 yacc.py:1972(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:260(Formatter)
        1    0.000    0.000    0.000    0.000 urllib2.py:336(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3387(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 converters.py:299(Char)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5178(powernorm_gen)
        1    0.000    0.000    0.000    0.000 daophot.py:317(Daophot)
        1    0.000    0.000    0.000    0.000 formats.py:1114(TimeDeltaFormat)
        4    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 interface.py:618(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 formats.py:1057(TimeEpochDateString)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:148(nbinom_gen)
        1    0.000    0.000    0.000    0.000 text.py:1625(OffsetFrom)
        1    0.000    0.000    0.000    0.000 blocking_input.py:296(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1107(dweibull_gen)
        1    0.000    0.000    0.000    0.000 sanitizer.py:399(BleachSanitizerFilter)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 converters.py:445(Array)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2660(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(White)
        1    0.000    0.000    0.000    0.000 header.py:2067(_HeaderCommentaryCards)
        1    0.000    0.000    0.000    0.000 core.py:911(BaseOutputter)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:468(poisson_gen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1418(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:140(_allow_super_init)
        1    0.000    0.000    0.000    0.000 quantity.py:61(QuantityIterator)
        1    0.000    0.000    0.000    0.000 cds.py:28(CdsHeader)
        1    0.000    0.000    0.000    0.000 __init__.py:898(FileHandler)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 Image.py:471(_E)
        1    0.000    0.000    0.000    0.000 scale.py:455(LogitTransform)
        2    0.000    0.000    0.000    0.000 backend_agg.py:303(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 ticker.py:399(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:349(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:149(GaussianBlur)
        1    0.000    0.000    0.000    0.000 fixedwidth.py:20(FixedWidthSplitter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
        1    0.000    0.000    0.000    0.000 colorbar.py:1309(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:148(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 ticker.py:379(FuncFormatter)
        1    0.000    0.000    0.000    0.000 formats.py:407(TimeUnix)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 functools_lru_cache.py:26(_HashedSeq)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3550(Each)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:347(strpdate2num)
        1    0.000    0.000    0.000    0.000 nonlin.py:1049(Anderson)
        1    0.000    0.000    0.000    0.000 constant.py:224(EMConstant)
        1    0.000    0.000    0.000    0.000 fastbasic.py:278(FastRdb)
        1    0.000    0.000    0.000    0.000 sputils.py:344(IndexMixin)
        1    0.000    0.000    0.000    0.000 calendar.py:537(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 configuration.py:80(ConfigNamespace)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 streamplot.py:353(StreamMask)
        1    0.000    0.000    0.000    0.000 category.py:139(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 interface.py:633(IdentityOperator)
        1    0.000    0.000    0.000    0.000 core.py:325(BaseSplitter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 metadata.py:219(_EnableMergeStrategies)
        1    0.000    0.000    0.000    0.000 rcsetup.py:638(ValidateInterval)
        1    0.000    0.000    0.000    0.000 yacc.py:3030(get_error_func)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        4    0.000    0.000    0.000    0.000 __init__.py:1901(find_nothing)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1376(TreeBuilder)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1138(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3388(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 scale.py:483(LogisticTransform)
        3    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 dviread.py:788(PsfontsMap)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 column.py:313(_FormatX)
        1    0.000    0.000    0.000    0.000 interface.py:546(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 paths.py:174(_SetTempPath)
        1    0.000    0.000    0.000    0.000 polar.py:466(_ThetaShift)
        1    0.000    0.000    0.000    0.000 fixedwidth.py:372(FixedWidthTwoLine)
        1    0.000    0.000    0.000    0.000 {resizeEvent}
        1    0.000    0.000    0.000    0.000 __init__.py:1478(EggProvider)
        1    0.000    0.000    0.000    0.000 axis.py:531(YTick)
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:288(c_wchar_p)
        1    0.000    0.000    0.000    0.000 fastbasic.py:159(FastCsv)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
        1    0.000    0.000    0.000    0.000 dviread.py:602(Vf)
        1    0.000    0.000    0.000    0.000 plistlib.py:230(PlistWriter)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        1    0.000    0.000    0.000    0.000 geo.py:493(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 plistlib.py:291(_InternalDict)
        1    0.000    0.000    0.000    0.000 _axes.py:1721(<dictcomp>)
        1    0.000    0.000    0.000    0.000 httplib.py:1364(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 diff.py:409(HDUDiff)
        1    0.000    0.000    0.000    0.000 mlab.py:3012(FormatFloat)
        2    0.000    0.000    0.000    0.000 figure.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:1119(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:238(ResolutionError)
        1    0.000    0.000    0.000    0.000 codata2014.py:16(CODATA2014)
        1    0.000    0.000    0.000    0.000 __init__.py:298(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 column.py:134(Delayed)
        1    0.000    0.000    0.000    0.000 decorator.py:51(getfullargspec)
        2    0.000    0.000    0.000    0.000 warnings.py:15(warnpy3k)
        1    0.000    0.000    0.000    0.000 core.py:6318(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:625(_Selector)
        1    0.000    0.000    0.000    0.000 __init__.py:723(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 lex.py:615(get_literals)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1467(CloseEvent)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 dates.py:745(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1125(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 util.py:51(NotifierMixin)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 arpack.py:924(LuInv)
        1    0.000    0.000    0.000    0.000 exceptions.py:1094(E02)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2172(genexpon_gen)
        1    0.000    0.000    0.000    0.000 scale.py:123(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 tree.py:473(SimpleElement)
        1    0.000    0.000    0.000    0.000 html.py:222(HTMLData)
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1684(KeyEvent)
        1    0.000    0.000    0.000    0.000 dates.py:188(_UTC)
        1    0.000    0.000    0.000    0.000 urllib2.py:942(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 ElementTree.py:580(QName)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 latex.py:81(LatexSplitter)
        1    0.000    0.000    0.000    0.000 mathtext.py:323(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 fastbasic.py:197(FastNoHeader)
        1    0.000    0.000    0.000    0.000 baffles.py:54(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:378(SR1)
        1    0.000    0.000    0.000    0.000 random.py:807(SystemRandom)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 _funcsigs.py:182(_ParameterKind)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
        1    0.000    0.000    0.000    0.000 sanitizer.py:164(Cleaner)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3211(WordEnd)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:38(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2533(get_pagecount)
        1    0.000    0.000    0.000    0.000 info.py:119(TableInfo)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3882(ZeroOrMore)
        2    0.000    0.000    0.000    0.000 {method 'capitalize' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 backend_bases.py:232(ShowBase)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:240(BFGS)
        1    0.000    0.000    0.000    0.000 _constraints.py:170(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 backend_tools.py:236(SetCursorBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1772(FileMetadata)
        2    0.000    0.000    0.000    0.000 logger.py:224(warnings_logging_enabled)
        1    0.000    0.000    0.000    0.000 geo.py:303(InvertedAitoffTransform)
        2    0.000    0.000    0.000    0.000 doccer.py:148(replace_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 __init__.py:710(Sorter)
        1    0.000    0.000    0.000    0.000 category.py:35(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:2546(_FuncInfo)
        1    0.000    0.000    0.000    0.000 fastbasic.py:182(FastTab)
        1    0.000    0.000    0.000    0.000 diff.py:994(TableDataDiff)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mixin.py:6(FunctionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:1550(ZipManifests)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3049(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 exceptions.py:419(W08)
        1    0.000    0.000    0.000    0.000 __init__.py:108(todate)
        1    0.000    0.000    0.000    0.000 backend_agg.py:599(_BackendAgg)
        1    0.000    0.000    0.000    0.000 py.py:9(Trie)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        1    0.000    0.000    0.000    0.000 __init__.py:1712(createLock)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:597(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 formats.py:496(TimeAstropyTime)
        1    0.000    0.000    0.000    0.000 core.py:7765(_convert2ma)
        1    0.000    0.000    0.000    0.000 orthogonal.py:124(orthopoly1d)
        1    0.000    0.000    0.000    0.000 diff.py:802(ImageDataDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:1530(EmptyProvider)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:1540(List)
        1    0.000    0.000    0.000    0.000 patches.py:2866(Angle3)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:84(has_fignum)
        1    0.000    0.000    0.000    0.000 __init__.py:503(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 exceptions.py:597(W19)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4040(mielke_gen)
        1    0.000    0.000    0.000    0.000 patches.py:1980(_Base)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 converters.py:952(ComplexArray)
        1    0.000    0.000    0.000    0.000 yacc.py:3090(get_precedence)
        1    0.000    0.000    0.000    0.000 mathtext.py:1823(Glue)
        6    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 linkifier.py:77(Linker)
        2    0.000    0.000    0.000    0.000 collections.py:788(get_linewidths)
        1    0.000    0.000    0.000    0.000 fitpack2.py:519(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 html.py:181(HTMLHeader)
        1    0.000    0.000    0.000    0.000 ticker.py:439(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 util.py:172(Finalize)
        2    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 dviread.py:512(DviFont)
        1    0.000    0.000    0.000    0.000 fitpack2.py:766(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 offsetbox.py:411(HPacker)
        1    0.000    0.000    0.000    0.000 ticker.py:1726(MultipleLocator)
        1    0.000    0.000    0.000    0.000 colors.py:1263(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:827(StreamHandler)
        1    0.000    0.000    0.000    0.000 multiarray.py:17(GE1P10)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 __init__.py:899(subscribe)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 formats.py:860(TimeISOT)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 urllib2.py:1245(HTTPCookieProcessor)
        2    0.000    0.000    0.000    0.000 tokenize.py:181(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:226(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 ticker.py:313(IndexFormatter)
        1    0.000    0.000    0.000    0.000 iau2015.py:17(IAU2015)
        3    0.000    0.000    0.000    0.000 doccer.py:128(extend_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3573(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _constraints.py:101(LinearConstraint)
        2    0.000    0.000    0.000    0.000 rcsetup.py:184(validate_string_or_None)
        2    0.000    0.000    0.000    0.000 sre_parse.py:219(seek)
        1    0.000    0.000    0.000    0.000 _cubic.py:352(CubicSpline)
        1    0.000    0.000    0.000    0.000 __init__.py:1663(WindowsPath)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4477(nakagami_gen)
        1    0.000    0.000    0.000    0.000 formats.py:1138(TimeDeltaSec)
        1    0.000    0.000    0.000    0.000 _base.py:6(Trie)
        1    0.000    0.000    0.000    0.000 formats.py:1094(TimeBesselianEpochString)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:103(MinFilter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:765(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 latex.py:117(LatexHeader)
        1    0.000    0.000    0.000    0.000 mathtext.py:911(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 decorators.py:870(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:122(set_docstring)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:29(Kernel)
        1    0.000    0.000    0.000    0.000 formats.py:826(TimeISO)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 scale.py:303(SymmetricalLogTransform)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 gridspec.py:326(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 mathtext.py:1856(GlueSpec)
        1    0.000    0.000    0.000    0.000 index.py:772(TableLoc)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 report.py:29(BasicReport)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 converters.py:793(Integer)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:16(Storage)
        2    0.000    0.000    0.000    0.000 tree.py:147(_lookup_by_id_or_name_factory)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:94(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 daophot.py:200(DaophotData)
        1    0.000    0.000    0.000    0.000 console.py:874(ProgressBarOrSpinner)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 ipac.py:323(Ipac)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3684(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3359(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 report.py:37(SQPReport)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 decimal.py:5438(_WorkRep)
        1    0.000    0.000    0.000    0.000 scale.py:368(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 mathtext.py:266(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        1    0.000    0.000    0.000    0.000 decimal.py:5692(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 yacc.py:3020(get_start)
        1    0.000    0.000    0.000    0.000 mathtext.py:1511(Accent)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:305(Verbatim)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2797(QuotedString)
        1    0.000    0.000    0.000    0.000 geo.py:327(HammerTransform)
        1    0.000    0.000    0.000    0.000 patches.py:2043(Square)
        1    0.000    0.000    0.000    0.000 ticker.py:1151(LogitFormatter)
        1    0.000    0.000    0.000    0.000 _utils.py:36(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:13(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:216(geom_gen)
        1    0.000    0.000    0.000    0.000 legend_handler.py:340(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 yacc.py:1381(MiniProduction)
        1    0.000    0.000    0.000    0.000 configobj.py:2377(SimpleVal)
        1    0.000    0.000    0.000    0.000 __init__.py:67(converter)
        1    0.000    0.000    0.000    0.000 validate.py:447(VdtValueTooShortError)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 header.py:1941(_CardAccessor)
        1    0.000    0.000    0.000    0.000 formats.py:1049(TimeJulianEpoch)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:1063(RubberbandQt)
        1    0.000    0.000    0.000    0.000 basic.py:249(Csv)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1640(PickEvent)
        1    0.000    0.000    0.000    0.000 mathtext.py:926(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:2044(Ship)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 mathtext.py:294(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 fixedwidth.py:266(FixedWidth)
        1    0.000    0.000    0.000    0.000 formats.py:426(TimeCxcSec)
        1    0.000    0.000    0.000    0.000 patches.py:3953(Wedge)
        1    0.000    0.000    0.000    0.000 __init__.py:319(set_level)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 scale.py:164(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 httplib.py:1234(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 polar.py:188(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 ucd.py:17(UCDWords)
        1    0.000    0.000    0.000    0.000 string_escape.py:15(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 polar.py:709(RadialAxis)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 widgets.py:2753(Lasso)
        1    0.000    0.000    0.000    0.000 core.py:2311(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:24(GE1P10)
        1    0.000    0.000    0.000    0.000 rrule.py:1105(_iterinfo)
        1    0.000    0.000    0.000    0.000 ticker.py:346(FixedFormatter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        1    0.000    0.000    0.000    0.000 header.py:2013(_HeaderComments)
        1    0.000    0.000    0.000    0.000 basic.py:308(RdbHeader)
        4    0.000    0.000    0.000    0.000 patches.py:1911(<dictcomp>)
        1    0.000    0.000    0.000    0.000 metadata.py:377(MetaData)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5218(rdist_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:400(silent_list)
        1    0.000    0.000    0.000    0.000 mathtext.py:1249(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 interface.py:495(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 widgets.py:27(LockDraw)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3139(StringStart)
        1    0.000    0.000    0.000    0.000 utils.py:1579(WarningMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:2820(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 formats.py:461(TimePlotDate)
        1    0.000    0.000    0.000    0.000 nonlin.py:1185(DiagBroyden)
        1    0.000    0.000    0.000    0.000 __init__.py:582(Filterer)
        1    0.000    0.000    0.000    0.000 decorators.py:765(sharedmethod)
        1    0.000    0.000    0.000    0.000 font_manager.py:997(TempCache)
        1    0.000    0.000    0.000    0.000 column.py:387(ColumnAttribute)
        1    0.000    0.000    0.000    0.000 transforms.py:2763(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 numeric.py:2900(errstate)
        1    0.000    0.000    0.000    0.000 dviread.py:953(Encoding)
        1    0.000    0.000    0.000    0.000 scale.py:336(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 decorators.py:692(lazyproperty)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1386(Event)
        1    0.000    0.000    0.000    0.000 scale.py:171(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 plistlib.py:331(Plist)
        1    0.000    0.000    0.000    0.000 formats.py:1033(TimeBesselianEpoch)
        1    0.000    0.000    0.000    0.000 scale.py:90(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:58(LinearScale)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 paths.py:207(set_temp_config)
        1    0.000    0.000    0.000    0.000 rfc822.py:775(AddressList)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(NoMatch)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.000    0.000 widgets.py:485(CheckButtons)
        1    0.000    0.000    0.000    0.000 geo.py:376(MollweideTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:2018(LogLocator)
