         4230830 function calls (4160770 primitive calls) in 29.786 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2095    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       18    0.000    0.000    0.001    0.000 offsetbox.py:290(__init__)
        1    0.000    0.000    0.001    0.001 column.py:375(_FormatQ)
      629    0.001    0.000    0.001    0.000 _base.py:2231(use_sticky_edges)
        1    0.001    0.001    0.001    0.001 {gc.collect}
        6    0.000    0.000    0.001    0.000 core.py:2264(masked_invalid)
       86    0.001    0.000    0.001    0.000 weakref.py:368(__setitem__)
      108    0.000    0.000    0.001    0.000 lines.py:902(get_markerfacecolor)
        1    0.000    0.000    0.001    0.001 table.py:741(BinTableHDU)
        2    0.000    0.000    0.001    0.000 format.py:425(_filter_header)
     2542    0.001    0.000    0.001    0.000 core.py:1551(names)
      132    0.000    0.000    0.001    0.000 transforms.py:2865(get_affine)
      371    0.000    0.000    0.001    0.000 pickle.py:1170(load_put)
       68    0.000    0.000    0.001    0.000 __init__.py:1799(_warn_on_replacement)
       17    0.000    0.000    0.001    0.000 numerictypes.py:964(find_common_type)
      122    0.001    0.000    0.001    0.000 backend_bases.py:1550(_update_enter_leave)
       75    0.000    0.000    0.001    0.000 utils.py:49(split_mantissa_exponent)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2822(__init__)
        2    0.000    0.000    0.001    0.000 axis.py:2186(_get_offset_text)
        5    0.000    0.000    0.001    0.000 _base.py:1511(apply_aspect)
        1    0.000    0.000    0.001    0.001 collections.py:1147(__init__)
       98    0.000    0.000    0.001    0.000 core.py:1631(mask_or)
       63    0.000    0.000    0.001    0.000 pickle.py:1217(load_build)
       28    0.000    0.000    0.001    0.000 axis.py:338(_apply_params)
       28    0.000    0.000    0.001    0.000 quantity.py:710(_new_view)
       10    0.000    0.000    0.001    0.000 figure.py:208(update)
       25    0.000    0.000    0.001    0.000 core.py:1009(__init__)
       17    0.000    0.000    0.001    0.000 cycler.py:468(cycler)
      130    0.000    0.000    0.001    0.000 patches.py:701(get_path)
       34    0.001    0.000    0.001    0.000 function_base.py:1507(diff)
        6    0.000    0.000    0.001    0.000 _version.py:114(_compare)
        1    0.001    0.001    0.001    0.001 _bsplines.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _base.py:1166(_set_title_offset_trans)
      121    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
        1    0.001    0.001    0.001    0.001 recfunctions.py:7(<module>)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
      530    0.000    0.000    0.001    0.000 sre_parse.py:86(closegroup)
       33    0.000    0.000    0.001    0.000 axis.py:1588(set_major_locator)
      442    0.001    0.000    0.001    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.001    0.001 baffles.py:7(<module>)
     2033    0.001    0.000    0.001    0.000 artist.py:711(get_visible)
       26    0.000    0.000    0.001    0.000 fromnumeric.py:1686(clip)
       36    0.000    0.000    0.001    0.000 backend_pdf.py:2038(check_simple_method)
        1    0.000    0.000    0.001    0.001 backend_pdf.py:1533(writeXref)
       10    0.001    0.000    0.001    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      199    0.000    0.000    0.001    0.000 __init__.py:504(__init__)
      149    0.001    0.000    0.001    0.000 pyparsing.py:640(__iadd__)
      254    0.000    0.000    0.001    0.000 six.py:141(__init__)
       47    0.000    0.000    0.001    0.000 utils.py:117(format_power)
       75    0.000    0.000    0.001    0.000 ascii.py:25(decode)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorators.py:3(<module>)
       32    0.000    0.000    0.001    0.000 pyparsing.py:3975(__init__)
      134    0.000    0.000    0.001    0.000 axis.py:192(_set_labelrotation)
      485    0.001    0.000    0.001    0.000 urlparse.py:332(<genexpr>)
        1    0.001    0.001    0.001    0.001 matfuncs.py:5(<module>)
        3    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.001    0.001 legend_handler.py:326(create_artists)
        1    0.001    0.001    0.001    0.001 constants.py:1(<module>)
      485    0.001    0.000    0.001    0.000 urllib.py:1216(<genexpr>)
       32    0.001    0.000    0.001    0.000 axis.py:824(reset_ticks)
       55    0.001    0.000    0.001    0.000 {zlib.compressobj}
      881    0.001    0.000    0.001    0.000 core.py:1656(decompose)
       36    0.000    0.000    0.001    0.000 backend_pdf.py:1643(track_characters)
        1    0.000    0.000    0.001    0.001 zipfile.py:501(ZipExtFile)
      258    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.001    0.001    0.001    0.001 {function seed at 0x7f9860767ed8}
        2    0.000    0.000    0.001    0.000 axis.py:1812(_get_offset_text)
       26    0.000    0.000    0.001    0.000 metadata.py:410(__set__)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
      108    0.000    0.000    0.001    0.000 lines.py:873(get_markeredgecolor)
       17    0.000    0.000    0.001    0.000 cycler.py:529(_cycler)
      512    0.001    0.000    0.001    0.000 backend_pdf.py:940(decode_char)
      157    0.000    0.000    0.001    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.001    0.001 ecsv.py:5(<module>)
     13/9    0.000    0.000    0.001    0.000 __init__.py:406(wrapper)
        1    0.001    0.001    0.001    0.001 bst.py:2(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4640(originalTextFor)
       69    0.001    0.000    0.001    0.000 ticker.py:1006(format_data_short)
        3    0.000    0.000    0.001    0.000 __init__.py:61(lookup)
      117    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 pyparsing.py:2841(__init__)
        1    0.000    0.000    0.001    0.001 generic.py:9(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:2839(DistInfoDistribution)
      215    0.000    0.000    0.001    0.000 backend_bases.py:1003(set_alpha)
        1    0.000    0.000    0.001    0.001 zipfile.py:420(_ZipDecrypter)
        1    0.001    0.001    0.001    0.001 linsolve.py:1(<module>)
        1    0.001    0.001    0.001    0.001 zipfile.py:433(_GenerateCRCTable)
        3    0.000    0.000    0.001    0.000 pyparsing.py:1855(__mul__)
       18    0.000    0.000    0.001    0.000 {_functools.reduce}
       28    0.000    0.000    0.001    0.000 pyparsing.py:3956(__init__)
      160    0.001    0.000    0.001    0.000 colors.py:431(__init__)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
       92    0.000    0.000    0.001    0.000 pyparsing.py:2804(__str__)
        1    0.001    0.001    0.001    0.001 subprocess32.py:38(<module>)
      895    0.001    0.000    0.001    0.000 {method 'replace' of 'unicode' objects}
        1    0.001    0.001    0.001    0.001 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.001    0.001 probability.py:51(stats)
        1    0.001    0.001    0.001    0.001 offsetbox.py:15(<module>)
      675    0.000    0.000    0.001    0.000 image.py:133(<genexpr>)
        1    0.000    0.000    0.001    0.001 figure.py:257(Figure)
      216    0.000    0.000    0.001    0.000 __init__.py:2825(_str_lower_equal)
        1    0.000    0.000    0.001    0.001 core.py:3(<module>)
       14    0.000    0.000    0.001    0.000 offsetbox.py:416(__init__)
      830    0.001    0.000    0.001    0.000 stride_tricks.py:193(<genexpr>)
       17    0.000    0.000    0.001    0.000 transforms.py:2379(blended_transform_factory)
        1    0.000    0.000    0.001    0.001 _multivariate.py:2413(__init__)
        2    0.000    0.000    0.001    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.001    0.001 lex.py:34(<module>)
       17    0.000    0.000    0.001    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.001    0.001 daophot.py:223(DaophotInputter)
        2    0.000    0.000    0.001    0.000 _multivariate.py:1679(__init__)
       14    0.000    0.000    0.001    0.000 table.py:799(<genexpr>)
       86    0.000    0.000    0.001    0.000 __init__.py:183(add_destroy_callback)
      120    0.001    0.000    0.001    0.000 {numpy.core.multiarray.arange}
     1195    0.001    0.000    0.001    0.000 sre_parse.py:146(__setitem__)
      142    0.000    0.000    0.001    0.000 markers.py:217(__nonzero__)
        1    0.000    0.000    0.001    0.001 dates.py:605(DateFormatter)
       33    0.000    0.000    0.001    0.000 axis.py:1566(set_major_formatter)
       26    0.000    0.000    0.001    0.000 offsetbox.py:616(get_transform)
       76    0.000    0.000    0.001    0.000 backend_pdf.py:1526(recordXref)
        1    0.000    0.000    0.001    0.001 latex.py:9(<module>)
      640    0.000    0.000    0.001    0.000 __init__.py:551(is_hashable)
       89    0.000    0.000    0.001    0.000 re.py:284(_subx)
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:1904(makeOptionalList)
        1    0.001    0.001    0.001    0.001 quadpack.py:3(<module>)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        1    0.000    0.000    0.001    0.001 configobj.py:1545(_parse)
     1752    0.001    0.000    0.001    0.000 markers.py:223(get_fillstyle)
        1    0.000    0.000    0.001    0.001 backend_pdf.py:605(close)
       33    0.000    0.000    0.001    0.000 axis.py:1599(set_minor_locator)
     2346    0.001    0.000    0.001    0.000 _structures.py:33(__neg__)
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.BufferedWriter' objects}
      129    0.000    0.000    0.001    0.000 quantity.py:398(__array_finalize__)
      185    0.001    0.000    0.001    0.000 _weakrefset.py:83(add)
        1    0.000    0.000    0.001    0.001 mimetools.py:1(<module>)
       24    0.000    0.000    0.001    0.000 axis.py:1529(set_units)
       10    0.000    0.000    0.001    0.000 transforms.py:1546(transform_path_affine)
        4    0.000    0.000    0.001    0.000 table.py:85(__init__)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runner.py:85(__new__)
        1    0.001    0.001    0.001    0.001 errors.py:9(<module>)
        1    0.000    0.000    0.001    0.001 base.py:126(_BaseHDU)
        1    0.000    0.000    0.001    0.001 _axes.py:141(set_title)
       75    0.001    0.000    0.001    0.000 {_codecs.ascii_decode}
        2    0.000    0.000    0.001    0.000 collections.py:966(set_verts)
       27    0.000    0.000    0.001    0.000 lex.py:305(token)
       12    0.000    0.000    0.001    0.000 ticker.py:905(set_locs)
       33    0.000    0.000    0.001    0.000 axis.py:1577(set_minor_formatter)
       30    0.000    0.000    0.001    0.000 type_check.py:207(isreal)
     1208    0.001    0.000    0.001    0.000 sre_parse.py:222(isident)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:272(format_stack)
        1    0.000    0.000    0.001    0.001 backend_agg.py:413(copy_from_bbox)
      843    0.001    0.000    0.001    0.000 artist.py:605(get_path_effects)
       47    0.000    0.000    0.001    0.000 pyparsing.py:4138(__init__)
      410    0.000    0.000    0.001    0.000 stat.py:40(S_ISDIR)
       31    0.000    0.000    0.001    0.000 artist.py:637(set_clip_box)
      571    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1072    0.001    0.000    0.001    0.000 {math.log}
        1    0.000    0.000    0.001    0.001 version.py:228(LooseVersion)
      621    0.001    0.000    0.001    0.000 collections.py:711(get_facecolor)
      397    0.000    0.000    0.001    0.000 artist.py:1195(aliased_name)
        2    0.000    0.000    0.001    0.000 _base.py:647(_set_lim_and_transforms)
      129    0.001    0.000    0.001    0.000 backend_bases.py:1404(__init__)
      309    0.000    0.000    0.001    0.000 collections.py:373(<genexpr>)
       32    0.000    0.000    0.001    0.000 rcsetup.py:786(<genexpr>)
       34    0.000    0.000    0.001    0.000 numerictypes.py:942(_can_coerce_all)
       81    0.000    0.000    0.001    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.001    0.001 quoprimime.py:27(<module>)
       10    0.000    0.000    0.001    0.000 lines.py:1122(set_marker)
        1    0.000    0.000    0.001    0.001 fitpack2.py:7(<module>)
        1    0.000    0.000    0.001    0.001 category.py:13(<module>)
        5    0.000    0.000    0.001    0.000 configuration.py:280(set)
       52    0.000    0.000    0.001    0.000 mathtext.py:2573(push_state)
      714    0.001    0.000    0.001    0.000 backend_pdf.py:331(_paint_path)
       29    0.000    0.000    0.001    0.000 contextlib.py:54(contextmanager)
     1233    0.001    0.000    0.001    0.000 collections.py:179(get_transforms)
       16    0.000    0.000    0.001    0.000 axis.py:875(_translate_tick_kw)
       10    0.000    0.000    0.001    0.000 transforms.py:1812(transform_path_affine)
        1    0.000    0.000    0.001    0.001 <string>:1(<module>)
      706    0.001    0.000    0.001    0.000 backend_pdf.py:2265(linewidth_cmd)
       14    0.000    0.000    0.001    0.000 ticker.py:1699(le)
     44/2    0.000    0.000    0.001    0.000 offsetbox.py:178(set_figure)
      612    0.001    0.000    0.001    0.000 core.py:1242(_recursive_make_descr)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        5    0.000    0.000    0.001    0.000 ssl.py:115(_import_symbols)
       14    0.000    0.000    0.001    0.000 offsetbox.py:629(set_offset)
      368    0.001    0.000    0.001    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
       16    0.000    0.000    0.001    0.000 patches.py:373(set_linestyle)
      125    0.000    0.000    0.001    0.000 offsetbox.py:240(get_visible_children)
        1    0.001    0.001    0.001    0.001 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      596    0.001    0.000    0.001    0.000 transforms.py:2963(interval_contains)
       28    0.000    0.000    0.001    0.000 ticker.py:201(_divmod)
